acc,precision,f1,recall,nclust,sliding,k,t
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,2,2,1,3655182.029
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,2,2,2,3654702.996
0.7391304347826086,0.7391304347826086,0.7391304347826085,0.7391304347826086,2,2,10,3654680.096
0.7391304347826086,0.7391304347826086,0.7391304347826085,0.7391304347826086,2,2,30,3654719.0
0.7391304347826086,0.7391304347826086,0.7391304347826085,0.7391304347826086,2,2,50,3654849.963
0.7217391304347827,0.7217391304347827,0.7217391304347827,0.7217391304347827,2,3,1,3654256.039
0.7217391304347827,0.7217391304347827,0.7217391304347827,0.7217391304347827,2,3,2,3654215.37
0.7304347826086957,0.7304347826086957,0.7304347826086957,0.7304347826086957,2,3,10,3654242.087
0.7304347826086957,0.7304347826086957,0.7304347826086957,0.7304347826086957,2,3,30,3654258.022
0.7304347826086957,0.7304347826086957,0.7304347826086957,0.7304347826086957,2,3,50,3654187.314
,,,,2,5,1,
,,,,2,5,2,
,,,,2,5,10,
,,,,2,5,30,
,,,,2,5,50,
,,,,2,10,1,
,,,,2,10,2,
,,,,2,10,10,
,,,,2,10,30,
,,,,2,10,50,
0.6782608695652174,0.6782608695652174,0.6782608695652174,0.6782608695652174,5,2,1,3660882.129
0.6782608695652174,0.6782608695652174,0.6782608695652174,0.6782608695652174,5,2,2,3660925.496
0.7478260869565218,0.7478260869565218,0.7478260869565218,0.7478260869565218,5,2,10,3661042.596
0.6782608695652174,0.6782608695652174,0.6782608695652174,0.6782608695652174,5,2,30,3661073.368
0.6782608695652174,0.6782608695652174,0.6782608695652174,0.6782608695652174,5,2,50,3660933.194
0.7391304347826086,0.7391304347826086,0.7391304347826085,0.7391304347826086,5,3,1,3660512.253
0.7043478260869566,0.7043478260869566,0.7043478260869566,0.7043478260869566,5,3,2,3660567.975
0.7217391304347827,0.7217391304347827,0.7217391304347827,0.7217391304347827,5,3,10,3660532.03
0.6956521739130435,0.6956521739130435,0.6956521739130435,0.6956521739130435,5,3,30,3660627.972
0.7217391304347827,0.7217391304347827,0.7217391304347827,0.7217391304347827,5,3,50,3660539.699
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,5,5,1,3660396.708
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,5,5,2,3660378.267
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,5,5,10,3660326.853
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,5,5,30,3660385.402
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,5,5,50,3660413.091
,,,,5,10,1,
,,,,5,10,2,
,,,,5,10,10,
,,,,5,10,30,
,,,,5,10,50,
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,10,2,1,3782327.242
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,10,2,2,3782376.692
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,10,2,10,3782544.705
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,10,2,30,3783161.265
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,10,2,50,3782971.766
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,10,3,1,3779867.75
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,10,3,2,3779022.801
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,10,3,10,3778166.275
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,10,3,30,3777911.323
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,10,3,50,3778512.651
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,10,5,1,3773194.82
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,10,5,2,3772574.128
0.7304347826086957,0.7304347826086957,0.7304347826086957,0.7304347826086957,10,5,10,3772599.517
0.7304347826086957,0.7304347826086957,0.7304347826086957,0.7304347826086957,10,5,30,3774709.199
0.7304347826086957,0.7304347826086957,0.7304347826086957,0.7304347826086957,10,5,50,3772467.074
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,10,10,1,3764760.522
0.7304347826086957,0.7304347826086957,0.7304347826086957,0.7304347826086957,10,10,2,3764769.192
0.7304347826086957,0.7304347826086957,0.7304347826086957,0.7304347826086957,10,10,10,3765035.442
0.7304347826086957,0.7304347826086957,0.7304347826086957,0.7304347826086957,10,10,30,3764501.533
0.7304347826086957,0.7304347826086957,0.7304347826086957,0.7304347826086957,10,10,50,3764898.523
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,20,2,1,4056984.576
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,20,2,2,4058901.8109999998
0.6608695652173913,0.6608695652173913,0.6608695652173913,0.6608695652173913,20,2,10,4057978.923
0.7391304347826086,0.7391304347826086,0.7391304347826085,0.7391304347826086,20,2,30,4058337.122
0.7043478260869566,0.7043478260869566,0.7043478260869566,0.7043478260869566,20,2,50,4056815.952
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,20,3,1,4055636.61
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,20,3,2,4055734.575
0.6869565217391305,0.6869565217391305,0.6869565217391305,0.6869565217391305,20,3,10,4055366.4560000002
0.7043478260869566,0.7043478260869566,0.7043478260869566,0.7043478260869566,20,3,30,4056198.66
0.7043478260869566,0.7043478260869566,0.7043478260869566,0.7043478260869566,20,3,50,4055129.0640000002
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,20,5,1,4047594.512
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,20,5,2,4047057.837
0.7217391304347827,0.7217391304347827,0.7217391304347827,0.7217391304347827,20,5,10,4048785.066
0.7304347826086957,0.7304347826086957,0.7304347826086957,0.7304347826086957,20,5,30,4082338.245
0.7217391304347827,0.7217391304347827,0.7217391304347827,0.7217391304347827,20,5,50,4319864.636
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,20,10,1,4296287.149
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,20,10,2,4511159.623
0.6869565217391305,0.6869565217391305,0.6869565217391305,0.6869565217391305,20,10,10,4471779.573
0.6956521739130435,0.6956521739130435,0.6956521739130435,0.6956521739130435,20,10,30,4387823.307
0.6782608695652174,0.6782608695652174,0.6782608695652174,0.6782608695652174,20,10,50,4458848.439
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,100,2,1,5481866.686
0.6869565217391305,0.6869565217391305,0.6869565217391305,0.6869565217391305,100,2,2,4503558.886
0.7043478260869566,0.7043478260869566,0.7043478260869566,0.7043478260869566,100,2,10,4456990.027
0.7391304347826086,0.7391304347826086,0.7391304347826085,0.7391304347826086,100,2,30,4453961.791999999
0.782608695652174,0.782608695652174,0.782608695652174,0.782608695652174,100,2,50,4450695.96
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,100,3,1,4445494.785
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,100,3,2,4447033.922
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,100,3,10,4446361.033
0.7217391304347827,0.7217391304347827,0.7217391304347827,0.7217391304347827,100,3,30,4444809.962
0.7304347826086957,0.7304347826086957,0.7304347826086957,0.7304347826086957,100,3,50,4445020.09
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,100,5,1,4432148.171
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,100,5,2,4431439.507
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,100,5,10,4432119.388
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,100,5,30,4442924.001
0.7043478260869566,0.7043478260869566,0.7043478260869566,0.7043478260869566,100,5,50,4475692.459
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,100,10,1,4711875.693
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,100,10,2,5386438.749
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,100,10,10,5118427.138
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,100,10,30,4413987.989
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,100,10,50,4713944.907
