acc,precision,f1,recall,nclust,sliding,k,t
0.3548387096774194,0.3548387096774194,0.35483870967741943,0.3548387096774194,2,2,1,17602.995
0.41935483870967744,0.41935483870967744,0.41935483870967744,0.41935483870967744,2,2,2,17729.004
0.5483870967741935,0.5483870967741935,0.5483870967741935,0.5483870967741935,2,2,10,17673.994
0.5161290322580645,0.5161290322580645,0.5161290322580645,0.5161290322580645,2,2,50,17558.998
0.45161290322580644,0.45161290322580644,0.45161290322580644,0.45161290322580644,2,3,1,17068.999
0.45161290322580644,0.45161290322580644,0.45161290322580644,0.45161290322580644,2,3,2,17184.999
0.5483870967741935,0.5483870967741935,0.5483870967741935,0.5483870967741935,2,3,10,17156.005
0.6774193548387096,0.6774193548387096,0.6774193548387096,0.6774193548387096,2,3,50,17109.991
0.3225806451612903,0.3225806451612903,0.3225806451612903,0.3225806451612903,2,5,1,16548.004
0.3870967741935484,0.3870967741935484,0.3870967741935484,0.3870967741935484,2,5,2,16554.996
0.5161290322580645,0.5161290322580645,0.5161290322580645,0.5161290322580645,2,5,10,16536.001
0.5161290322580645,0.5161290322580645,0.5161290322580645,0.5161290322580645,2,5,50,16618.77
0.2903225806451613,0.2903225806451613,0.2903225806451613,0.2903225806451613,5,2,1,28146.046000000002
0.3225806451612903,0.3225806451612903,0.3225806451612903,0.3225806451612903,5,2,2,29431.277000000002
0.3225806451612903,0.3225806451612903,0.3225806451612903,0.3225806451612903,5,2,10,29325.154000000002
0.3548387096774194,0.3548387096774194,0.35483870967741943,0.3548387096774194,5,2,50,28178.0
0.45161290322580644,0.45161290322580644,0.45161290322580644,0.45161290322580644,5,3,1,26660.992
0.3870967741935484,0.3870967741935484,0.3870967741935484,0.3870967741935484,5,3,2,27261.987
0.45161290322580644,0.45161290322580644,0.45161290322580644,0.45161290322580644,5,3,10,26940.993000000002
0.3548387096774194,0.3548387096774194,0.35483870967741943,0.3548387096774194,5,3,50,26905.992
0.45161290322580644,0.45161290322580644,0.45161290322580644,0.45161290322580644,5,5,1,24815.994
0.3870967741935484,0.3870967741935484,0.3870967741935484,0.3870967741935484,5,5,2,25515.991
0.41935483870967744,0.41935483870967744,0.41935483870967744,0.41935483870967744,5,5,10,25041.992
0.45161290322580644,0.45161290322580644,0.45161290322580644,0.45161290322580644,5,5,50,24804.995
0.45161290322580644,0.45161290322580644,0.45161290322580644,0.45161290322580644,20,2,1,34167.985
0.45161290322580644,0.45161290322580644,0.45161290322580644,0.45161290322580644,20,2,2,34236.989
0.3870967741935484,0.3870967741935484,0.3870967741935484,0.3870967741935484,20,2,10,34212.985
0.45161290322580644,0.45161290322580644,0.45161290322580644,0.45161290322580644,20,2,50,33928.989
0.45161290322580644,0.45161290322580644,0.45161290322580644,0.45161290322580644,20,3,1,32621.988999999998
0.45161290322580644,0.45161290322580644,0.45161290322580644,0.45161290322580644,20,3,2,32610.989
0.45161290322580644,0.45161290322580644,0.45161290322580644,0.45161290322580644,20,3,10,32647.985
0.41935483870967744,0.41935483870967744,0.41935483870967744,0.41935483870967744,20,3,50,32673.991
0.3870967741935484,0.3870967741935484,0.3870967741935484,0.3870967741935484,20,5,1,30411.988
0.3870967741935484,0.3870967741935484,0.3870967741935484,0.3870967741935484,20,5,2,30356.989999999998
0.4838709677419355,0.4838709677419355,0.4838709677419355,0.4838709677419355,20,5,10,30400.989
0.4838709677419355,0.4838709677419355,0.4838709677419355,0.4838709677419355,20,5,50,30640.994
0.3870967741935484,0.3870967741935484,0.3870967741935484,0.3870967741935484,100,2,1,61473.603
0.3225806451612903,0.3225806451612903,0.3225806451612903,0.3225806451612903,100,2,2,64542.468
0.2903225806451613,0.2903225806451613,0.2903225806451613,0.2903225806451613,100,2,10,61654.838
0.41935483870967744,0.41935483870967744,0.41935483870967744,0.41935483870967744,100,2,50,61357.697
0.3870967741935484,0.3870967741935484,0.3870967741935484,0.3870967741935484,100,3,1,59763.583999999995
0.3870967741935484,0.3870967741935484,0.3870967741935484,0.3870967741935484,100,3,2,59669.064
0.41935483870967744,0.41935483870967744,0.41935483870967744,0.41935483870967744,100,3,10,60138.295000000006
0.41935483870967744,0.41935483870967744,0.41935483870967744,0.41935483870967744,100,3,50,59851.547
0.3870967741935484,0.3870967741935484,0.3870967741935484,0.3870967741935484,100,5,1,57263.960999999996
0.3225806451612903,0.3225806451612903,0.3225806451612903,0.3225806451612903,100,5,2,57751.166
0.3225806451612903,0.3225806451612903,0.3225806451612903,0.3225806451612903,100,5,10,71454.167
0.3225806451612903,0.3225806451612903,0.3225806451612903,0.3225806451612903,100,5,50,74391.739
