acc,precision,f1,recall,nclust,sliding,k,t
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,2,2,1,3546647.006
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,2,2,2,3547816.237
0.7217391304347827,0.7217391304347827,0.7217391304347827,0.7217391304347827,2,2,10,3546867.37
0.7217391304347827,0.7217391304347827,0.7217391304347827,0.7217391304347827,2,2,30,3547898.232
0.7304347826086957,0.7304347826086957,0.7304347826086957,0.7304347826086957,2,2,50,3548640.011
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,2,3,1,3544501.747
0.6956521739130435,0.6956521739130435,0.6956521739130435,0.6956521739130435,2,3,2,3542708.281
0.7043478260869566,0.7043478260869566,0.7043478260869566,0.7043478260869566,2,3,10,3543104.79
0.6869565217391305,0.6869565217391305,0.6869565217391305,0.6869565217391305,2,3,30,3542681.424
0.6956521739130435,0.6956521739130435,0.6956521739130435,0.6956521739130435,2,3,50,3543892.23
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,2,5,1,3534872.763
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,2,5,2,3535041.602
0.7043478260869566,0.7043478260869566,0.7043478260869566,0.7043478260869566,2,5,10,3535738.652
0.7217391304347827,0.7217391304347827,0.7217391304347827,0.7217391304347827,2,5,30,3535199.194
0.6782608695652174,0.6782608695652174,0.6782608695652174,0.6782608695652174,2,5,50,3536376.194
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,2,10,1,3520470.891
0.7043478260869566,0.7043478260869566,0.7043478260869566,0.7043478260869566,2,10,2,3519576.772
0.7391304347826086,0.7391304347826086,0.7391304347826085,0.7391304347826086,2,10,10,3519330.92
0.7043478260869566,0.7043478260869566,0.7043478260869566,0.7043478260869566,2,10,30,3519419.134
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,2,10,50,3518790.642
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,5,2,1,3558981.012
0.7130434782608696,0.7130434782608696,0.7130434782608696,0.7130434782608696,5,2,2,3558062.424
0.6869565217391305,0.6869565217391305,0.6869565217391305,0.6869565217391305,5,2,10,3557806.719
0.7913043478260869,0.7913043478260869,0.791304347826087,0.7913043478260869,5,2,30,3557958.989
0.7565217391304347,0.7565217391304347,0.7565217391304349,0.7565217391304347,5,2,50,3557600.773
0.7217391304347827,0.7217391304347827,0.7217391304347827,0.7217391304347827,5,3,1,3554075.579
0.7217391304347827,0.7217391304347827,0.7217391304347827,0.7217391304347827,5,3,2,3553272.741
