2014563089,3.739500,50.145750,976358110,-0.506275,45.807124
2014563089,3.739500,50.145750,198098993,3.739200,50.127151
2014563089,3.739500,50.145750,703555670,3.739950,50.143049
2014563089,3.739500,50.145750,124494140,3.745650,50.143501
2014563089,3.739500,50.145750,224060798,3.743950,50.149400
2014563089,3.739500,50.145750,179808568,3.742350,50.156700
2014563089,3.739500,50.145750,1415439780,3.741550,50.165201
2014563089,3.739500,50.145750,1119242936,3.741600,50.172300
2014563089,3.739500,50.145750,854653864,3.741150,50.183998
198098993,3.739200,50.127151,976358110,-0.506275,45.807124
198098993,3.739200,50.127151,1068445309,3.740025,50.115226
198098993,3.739200,50.127151,1453062635,3.741050,50.120200
198098993,3.739200,50.127151,246826139,3.743003,50.123506
198098993,3.739200,50.127151,1632789609,3.742226,50.127725
198098993,3.739200,50.127151,2083854344,3.742300,50.131500
198098993,3.739200,50.127151,553672556,3.740550,50.134050
198098993,3.739200,50.127151,703555670,3.739950,50.143049
198098993,3.739200,50.127151,2014563089,3.739500,50.145750
553672556,3.740550,50.134050,198098993,3.739200,50.127151
553672556,3.740550,50.134050,2083854344,3.742300,50.131500
553672556,3.740550,50.134050,2123914473,3.743950,50.134600
553672556,3.740550,50.134050,659059448,3.740850,50.136600
553672556,3.740550,50.134050,703555670,3.739950,50.143049
854653864,3.741150,50.183998,976358110,-0.506275,45.807124
854653864,3.741150,50.183998,2014563089,3.739500,50.145750
854653864,3.741150,50.183998,1119242936,3.741600,50.172300
854653864,3.741150,50.183998,1324173038,3.748650,50.179501
854653864,3.741150,50.183998,1964847681,3.748470,50.181060
854653864,3.741150,50.183998,1846982837,3.748170,50.184660
854653864,3.741150,50.183998,1111379131,3.742693,50.187857
854653864,3.741150,50.183998,620423816,3.777405,54.435026
1415439780,3.741550,50.165201,2014563089,3.739500,50.145750
1415439780,3.741550,50.165201,179808568,3.742350,50.156700
1415439780,3.741550,50.165201,2116299597,3.745350,50.161800
1415439780,3.741550,50.165201,265348534,3.745459,50.166191
1415439780,3.741550,50.165201,403598020,3.744510,50.168460
1415439780,3.741550,50.165201,1119242936,3.741600,50.172300
703555670,3.739950,50.143049,2014563089,3.739500,50.145750
703555670,3.739950,50.143049,198098993,3.739200,50.127151
703555670,3.739950,50.143049,553672556,3.740550,50.134050
703555670,3.739950,50.143049,659059448,3.740850,50.136600
703555670,3.739950,50.143049,50720817,3.744150,50.141102
703555670,3.739950,50.143049,124494140,3.745650,50.143501
179808568,3.742350,50.156700,2014563089,3.739500,50.145750
179808568,3.742350,50.156700,224060798,3.743950,50.149400
179808568,3.742350,50.156700,1902801188,3.747000,50.150400
179808568,3.742350,50.156700,2024711353,3.747750,50.157600
179808568,3.742350,50.156700,1629353699,3.747450,50.159250
179808568,3.742350,50.156700,2116299597,3.745350,50.161800
179808568,3.742350,50.156700,1415439780,3.741550,50.165201
1068445309,3.740025,50.115226,73698537,3.742950,50.108000
1068445309,3.740025,50.115226,1135935001,3.743283,50.110467
1068445309,3.740025,50.115226,488600086,3.742410,50.113530
1068445309,3.740025,50.115226,1752535057,3.743435,50.115300
1068445309,3.740025,50.115226,832145584,3.741675,50.117805
1068445309,3.740025,50.115226,1453062635,3.741050,50.120200
1068445309,3.740025,50.115226,198098993,3.739200,50.127151
1068445309,3.740025,50.115226,976358110,-0.506275,45.807124
1068445309,3.740025,50.115226,1687627235,3.745350,50.073601
1068445309,3.740025,50.115226,593447952,3.744236,50.088815
1068445309,3.740025,50.115226,355885103,3.743550,50.101200
1068445309,3.740025,50.115226,635288507,3.743194,50.103562
73698537,3.742950,50.108000,1068445309,3.740025,50.115226
73698537,3.742950,50.108000,635288507,3.743194,50.103562
73698537,3.742950,50.108000,1649847375,3.745875,50.105275
73698537,3.742950,50.108000,706665172,3.745462,50.108062
73698537,3.742950,50.108000,1135935001,3.743283,50.110467
1453062635,3.741050,50.120200,198098993,3.739200,50.127151
1453062635,3.741050,50.120200,1068445309,3.740025,50.115226
1453062635,3.741050,50.120200,832145584,3.741675,50.117805
1453062635,3.741050,50.120200,1091234211,3.744900,50.118575
1453062635,3.741050,50.120200,2144067911,3.746000,50.120600
1453062635,3.741050,50.120200,246826139,3.743003,50.123506
1632789609,3.742226,50.127725,198098993,3.739200,50.127151
1632789609,3.742226,50.127725,246826139,3.743003,50.123506
1632789609,3.742226,50.127725,917568725,3.745227,50.125469
1632789609,3.742226,50.127725,1380044647,3.746022,50.127632
1632789609,3.742226,50.127725,1950136544,3.745062,50.129387
1632789609,3.742226,50.127725,2083854344,3.742300,50.131500
659059448,3.740850,50.136600,703555670,3.739950,50.143049
659059448,3.740850,50.136600,553672556,3.740550,50.134050
659059448,3.740850,50.136600,2123914473,3.743950,50.134600
659059448,3.740850,50.136600,209360730,3.745170,50.137800
659059448,3.740850,50.136600,50720817,3.744150,50.141102
124494140,3.745650,50.143501,703555670,3.739950,50.143049
124494140,3.745650,50.143501,50720817,3.744150,50.141102
124494140,3.745650,50.143501,1650332494,3.746750,50.138800
124494140,3.745650,50.143501,82275756,3.748950,50.142750
124494140,3.745650,50.143501,1032568028,3.749850,50.146500
124494140,3.745650,50.143501,375097969,3.746925,50.147550
124494140,3.745650,50.143501,224060798,3.743950,50.149400
124494140,3.745650,50.143501,2014563089,3.739500,50.145750
246826139,3.743003,50.123506,198098993,3.739200,50.127151
246826139,3.743003,50.123506,1453062635,3.741050,50.120200
246826139,3.743003,50.123506,2144067911,3.746000,50.120600
246826139,3.743003,50.123506,1340644388,3.746133,50.123183
246826139,3.743003,50.123506,917568725,3.745227,50.125469
246826139,3.743003,50.123506,1632789609,3.742226,50.127725
2083854344,3.742300,50.131500,553672556,3.740550,50.134050
2083854344,3.742300,50.131500,198098993,3.739200,50.127151
2083854344,3.742300,50.131500,1632789609,3.742226,50.127725
2083854344,3.742300,50.131500,1950136544,3.745062,50.129387
2083854344,3.742300,50.131500,1496220730,3.744900,50.131575
2083854344,3.742300,50.131500,2123914473,3.743950,50.134600
403598020,3.744510,50.168460,1415439780,3.741550,50.165201
403598020,3.744510,50.168460,265348534,3.745459,50.166191
403598020,3.744510,50.168460,438151297,3.748564,50.167157
403598020,3.744510,50.168460,1893563925,3.749370,50.169810
403598020,3.744510,50.168460,708443754,3.745950,50.172001
403598020,3.744510,50.168460,1119242936,3.741600,50.172300
1119242936,3.741600,50.172300,2014563089,3.739500,50.145750
1119242936,3.741600,50.172300,1415439780,3.741550,50.165201
1119242936,3.741600,50.172300,403598020,3.744510,50.168460
1119242936,3.741600,50.172300,708443754,3.745950,50.172001
1119242936,3.741600,50.172300,1324173038,3.748650,50.179501
1119242936,3.741600,50.172300,854653864,3.741150,50.183998
2123914473,3.743950,50.134600,553672556,3.740550,50.134050
2123914473,3.743950,50.134600,2083854344,3.742300,50.131500
2123914473,3.743950,50.134600,1496220730,3.744900,50.131575
2123914473,3.743950,50.134600,1336775847,3.746650,50.135850
