acc,prec,f1,recall,t,n
0.6129032258064516,0.6129032258064516,0.6129032258064516,0.6129032258064516,21576.9838,21.0
0.696774193548387,0.696774193548387,0.696774193548387,0.696774193548387,22013.700999999997,26.0
0.7612903225806452,0.7612903225806452,0.7612903225806452,0.7612903225806452,23202.718999999997,38.0
0.7935483870967742,0.7935483870967742,0.7935483870967742,0.7935483870967742,24315.059400000002,52.0
0.7870967741935484,0.7870967741935484,0.7870967741935484,0.7870967741935484,29138.597999999998,77.0
0.767741935483871,0.767741935483871,0.767741935483871,0.767741935483871,31318.4592,107.0
0.7419354838709677,0.7419354838709677,0.7419354838709677,0.7419354838709677,31025.8392,154.0
0.7612903225806452,0.7612903225806452,0.7612903225806452,0.7612903225806452,29937.9502,214.0
0.7225806451612903,0.7225806451612903,0.7225806451612903,0.7225806451612903,29092.229600000002,310.0
