sh_TID37_START1484_SIZE51_CLASStCOGU,sh_TID17_START2799_SIZE18_CLASStCOGU,sh_TID8_START813_SIZE95_CLASStCOGU,sh_TID37_START658_SIZE86_CLASStCOGU,sh_TID1_START2014_SIZE7_CLASStCOGU,sh_TID32_START90_SIZE27_CLASStCOGU,sh_TID84_START987_SIZE2_CLASStRAZO,sh_TID103_START2212_SIZE2_CLASStRAZO,sh_TID81_START223_SIZE39_CLASStRAZO,sh_TID15_START2340_SIZE18_CLASStCOGU,sh_TID23_START1837_SIZE83_CLASStCOGU,sh_TID39_START193_SIZE96_CLASStRAZO,sh_TID17_START435_SIZE18_CLASStCOGU,sh_TID46_START981_SIZE13_CLASStRAZO,sh_TID40_START749_SIZE13_CLASStRAZO,sh_TID9_START1301_SIZE92_CLASStCOGU,sh_TID17_START3076_SIZE19_CLASStCOGU,class
1.6258416627577406,0.9850645534846119,0.987400227889111,1.627654469820195,0.981096957787238,0.9062827134073949,1.5608160150223656,1.4968749151495524,1.5704572439812297,0.6645314949370286,0.987076046813721,1.6129393989810499,0.9477631612531526,1.6007237274087531,1.6030721850072314,0.972232077489342,0.9882695356541296,"tCOGU"
1.625609730083447,1.0048020239779472,1.0152676297442258,1.627400436030651,1.0187955947145844,0.9858979025780781,1.5607604221347633,1.4967049520593338,1.5701967643880201,1.0011866704483838,1.0090783178660139,1.6127647647632735,0.9225040260952184,1.6004796492274664,1.602818758903637,1.0099577826051411,1.008858787720643,"tEUSH"
1.945493690509398,1.7762854368499257,1.770864076437384,1.9435410949431642,1.7906003931754313,1.7822946291837047,1.9722891712573976,0.07538137513256718,1.9589645033852312,1.7732907868492365,1.7722208749190413,1.9617405862871822,1.778535037539901,1.9710621049545067,1.9689361193114885,1.7759072486565346,1.7780647055205279,"tRAZO"
1.9439439003676622,1.7742242004371613,1.7688183421942152,1.9419820832101884,1.7885903914395131,1.7802031517469181,1.9706830656892447,0.07246099577877413,1.9572598438661835,1.7712281005143953,1.7701825905900206,1.960245920313889,1.7764575288096178,1.9695963614226457,1.9674660024547166,1.77386807931014,1.77599985877257,"tRAZO"
1.9462299956917997,1.7735328685845433,1.772167696602932,1.9455888043324825,1.787646551032433,1.7799181883294297,1.9706303588291902,0.07162795488576887,1.9589639605168523,1.7705423374039806,1.7729094956402687,1.9638169792377806,1.7757887758460869,1.9699432885146213,1.9678279808974057,1.7770475627111904,1.7753463255061743,"tRAZO"
0.5508327435411182,1.790095879881893,1.7902960528361396,0.4596809286572776,1.7959540709599406,1.7894606236943487,1.2152001044741856,1.7586027755678835,1.149346597514714,1.7888851082400294,1.7893270790474058,1.1890452347789364,1.7877968801505755,1.235059961384772,1.2237138443949929,1.789953865430556,1.7901768832416565,"tCOGU"
0.5455492283548383,1.7899517667114726,1.790770479273907,0.46634894555463735,1.7965209150031507,1.7893364050880536,1.2168126772972998,1.7586154171197284,1.1483405521912542,1.7887463589866,1.7899231986682897,1.19024964608272,1.7876537879957257,1.2347061675666897,1.223328403611991,1.790486604691214,1.7900771525213037,"tCOGU"
0.546855550569075,1.790966108117134,1.7897983780518394,0.4556625212061195,1.7953371815641994,1.7900546510238349,1.2147534439610483,1.7580455329903337,1.1488481040493945,1.7897547884136182,1.7890364336531044,1.1883508286464433,1.7886606255657185,1.2346695049058392,1.2233582788468549,1.7895081135640063,1.7910464903324872,"tCOGU"
1.6255480497306414,1.0048828257514884,1.0153067207057591,1.627406528175177,1.0190623186177112,0.9862363009261425,1.560816655136064,0.9998019131990664,1.57012686575103,1.0012491417211418,1.0091439097372377,1.6127818750386687,0.916164529509034,1.6004699863666563,1.6028067589227206,1.0100004320802904,1.0090464195995823,"tEUSH"
1.6283354747568426,1.0041776629618013,1.0152711994847416,1.630571747756888,0.9766760488411883,1.0074106925429176,1.5621083299165635,0.9997876387907357,1.5727432139150277,1.0020559186254074,1.009415179851128,1.6153079620197381,1.0104604899155094,1.6021750520524405,1.6045345120472505,1.010542268717494,1.0090975205568515,"tRAZO"
1.626576325592782,1.0049860946475646,0.9772491511050742,1.6284092937600116,1.0190840170601096,1.0073189498283799,1.5618829191213752,0.9994731093738285,1.571251220659822,1.0013324396326446,0.9711039673172416,1.6137460018051644,1.0095780682896818,1.601510851358257,1.6038544990904144,1.0099942901099512,1.0090966852312482,"tRAZO"
1.6265938969628768,1.0049285466767248,0.9711721476941808,1.6284149486742792,0.9974102970972467,1.0072670850885612,1.5620153320144516,1.496482360854543,1.5712718466427358,1.001273963679557,0.9567999560330724,1.6137403040536764,0.9986808566637171,1.6015685018392432,1.6039183994109023,0.9977661206357168,0.9997895430257048,"tCOGU"
1.6283724287468357,1.0057617217795578,0.9006581383580149,1.6300869916998697,0.9208772486866543,1.0088284688822717,1.5644144400113067,1.496704982792249,1.5732147763669369,1.0039665405152716,0.8673015215891956,1.6152622508978443,1.011398597175971,1.6037272287008575,1.6061236475213585,0.9722456853569171,0.9988046123658278,"tCOGU"
1.6270744376335942,0.992042307721489,0.999721316375336,1.6291367341785765,0.9773108248543877,0.9863667235865009,1.5608226042649123,1.4969614672719143,1.571407546220028,0.7763458529291662,0.9923233127611197,1.6140457614437713,0.9740424695957716,1.6007562265197972,1.6031039937919533,0.9863463026134217,0.9843442091181245,"tCOGU"
1.6268518757009947,1.0048081059411638,1.0296546567570228,1.6247286679523436,0.9891777202283971,1.007352248007092,1.5623042992624852,0.9999836600745066,1.5715163319602068,1.0013844882273248,1.0131668200745767,1.6061921073032939,1.0097523893936842,1.601815261361086,1.6041693024182815,1.0241347716324702,1.0088613502852564,"tRAZO"
1.6268736748484804,1.0046124618725192,0.9864481857795082,1.6292397468553719,0.982351597332721,1.0069638046716956,1.562110165600357,1.49705597648792,1.5714553828837436,1.0012767394482298,0.9712464702536109,1.6143892729952278,1.0096744772942243,1.60148762847736,1.6038422351507502,1.010133231881692,0.9707236251504894,"tRAZO"
1.626528442751983,1.0048687016810693,0.9722117758069945,1.6283316324575314,1.018795736796106,1.0072663137816473,1.56185650875682,1.4966974907610975,1.5712828368354699,1.0013298315468286,0.9607263272382327,1.61367947890011,1.0096492924847928,1.6015559252113052,1.6039034411014659,0.996737436467216,1.0088808196688819,"tRAZO"
1.627444089244112,0.9921398217504935,0.9169868549505692,1.6290091169370506,0.9216627085137354,1.0074509343522924,1.563383760017759,1.4969197732605302,1.572279501177569,1.0028946633187672,0.8912307558559329,1.614209727694604,1.0109567774192156,1.6027473952276865,1.6051329104439631,0.9220436080682831,0.9828705855417166,"tCOGU"
