sh_TID85_START1828_SIZE10_CLASStRAZO,sh_TID8_START1496_SIZE13_CLASStCOGU,sh_TID3_START2838_SIZE10_CLASStRAZO,sh_TID1_START2003_SIZE4_CLASStCOGU,sh_TID1_START2217_SIZE4_CLASStCOGU,sh_TID1_START1775_SIZE3_CLASStCOGU,sh_TID84_START987_SIZE2_CLASStRAZO,sh_TID103_START2212_SIZE2_CLASStRAZO,sh_TID8_START1064_SIZE2_CLASStCOGU,sh_TID37_START1512_SIZE11_CLASStCOGU,sh_TID46_START981_SIZE13_CLASStRAZO,sh_TID40_START749_SIZE13_CLASStRAZO,sh_TID9_START1677_SIZE2_CLASStCOGU,sh_TID24_START748_SIZE8_CLASStCOGU,sh_TID1_START151_SIZE13_CLASStCOGU,class
1.5691898619078386,0.9832143149133975,0.0743630872292182,0.9998095850063595,0.9998153466965131,0.9990044632625752,1.5608160150223656,1.4968749151495524,0.9871904047563821,1.6256725071713776,1.6007237274087531,1.6030721850072314,0.8982428503482812,0.9325067363226323,0.6496116463542803,"tCOGU"
1.568852267540731,1.0055078358281468,0.07378897561031567,1.0180728522724476,1.0250370321829896,1.0196411320820864,1.5607604221347633,1.4967049520593338,1.0207311165600939,1.6252961451144339,1.6004796492274664,1.602818758903637,1.0016352362762386,1.0059750724723446,0.9142162875210614,"tEUSH"
1.9642107646874278,1.773239251259357,1.8413751196992105,1.7904893818894907,1.796867714972067,1.7827650461788953,1.9722891712573976,0.07538137513256718,1.7949228487522104,1.9454896886499586,1.9710621049545067,1.9689361193114885,1.773754638087743,1.7778887255693223,1.773289794712786,"tRAZO"
1.9625578365521825,1.7711928394264715,1.8391712011878067,1.7884971590882959,1.7948783081042547,1.7807998207932734,1.9706830656892447,0.07246099577877413,1.7929392659265502,1.9439384076346595,1.9695963614226457,1.9674660024547166,1.7717712530529681,1.7758693491605504,1.7712386515756795,"tRAZO"
1.9628252012025103,1.7703688868859087,1.838367924284054,1.7875502366383476,1.7939262168796812,1.7798584635473964,1.9706303588291902,0.07162795488576887,1.7920141321379819,1.944428946248469,1.9699432885146213,1.9678279808974057,1.7708579269782567,1.774945653687881,1.7704168928005215,"tRAZO"
1.1716761970899403,1.7899582495223625,0.9767452036093305,1.7959096129183147,1.79838274546062,1.7971424658177986,1.2152001044741856,1.7586027755678835,1.7966920281790157,0.5531576317839707,1.235059961384772,1.2237138443949929,1.790219155649086,1.7914094430635599,1.7891867851699261,"tCOGU"
1.1716115728153826,1.7898295679458607,0.9768456804834618,1.7977100217662958,1.8001980235923791,1.7988873911363665,1.2168126772972998,1.7586154171197284,1.7982160995842966,0.5516802125275762,1.2347061675666897,1.223328403611991,1.7916987062300227,1.7917723988189507,1.7890497146051372,"tCOGU"
1.1712124341113919,1.7901532991815383,0.9763756795286954,1.7949177014924718,1.797388362141077,1.7960474116498006,1.2147534439610483,1.7580455329903337,1.7954834020147734,0.5507386142011508,1.2346695049058392,1.2233582788468549,1.7890173139705294,1.790930502932742,1.7893857310415708,"tCOGU"
1.5688481801594307,1.0056875281135491,0.07378649642483683,1.0184622549228117,1.025426373996104,1.0200534080015478,1.560816655136064,0.9998019131990664,1.0212278948123938,1.6252653628487397,1.6004699863666563,1.6028067589227206,1.0019495929923932,1.006217055030057,1.0010773904722292,"tEUSH"
1.570823669465084,0.9733349647944212,0.07713329488942021,1.0178401420868741,1.0247606469319557,0.9698753712983249,1.5621083299165635,0.9997876387907357,1.0207825795080554,1.627266771123645,1.6021750520524405,1.6045345120472505,1.0019570151667776,0.922135676908907,1.0020699932114094,"tRAZO"
1.570037428121668,0.9557353198360934,0.07579782423738025,1.0182873454473658,1.02522797900055,0.9989354492763842,1.5618829191213752,0.9994731093738285,1.021089377056192,1.6263829002310832,1.601510851358257,1.6038544990904144,1.001880574543397,1.0061736743019654,1.0012079021269096,"tRAZO"
1.570158462026116,0.9025507705224368,0.07599845468025586,0.9998187616178971,0.9984600032395428,0.9685015262406459,1.5620153320144516,1.496482360854543,0.9962819537486818,1.6265102403793001,1.6015685018392432,1.6039183994109023,1.0017038830840126,0.9952915613273328,1.0011555112011123,"tCOGU"
